skillsCount,projectsCount,internshipCount,certificationCount,metricsCount,githubPresent,linkedinPresent,awsPresent,dockerPresent,redisPresent,score
9,1,2,1,7,0,0,1,0,0,70
1,3,1,3,3,1,0,0,1,1,52
12,1,2,1,4,1,1,1,1,0,76
12,4,2,3,1,1,1,0,1,1,85
17,3,2,3,6,1,0,0,1,0,100
8,3,1,3,6,1,0,0,0,0,68
10,3,0,0,4,1,1,1,1,1,63
18,4,2,0,6,1,1,1,1,1,100
20,3,0,0,9,0,0,0,0,1,85
19,2,2,5,2,1,1,1,0,0,93
6,1,2,0,8,0,0,1,0,1,68
4,1,2,5,0,0,1,0,0,0,45
3,3,2,0,2,0,1,0,1,0,53
6,0,2,1,10,1,0,1,1,0,75
15,2,1,4,0,0,0,0,0,0,58
9,2,2,4,1,0,0,0,1,0,63
7,1,2,5,3,1,0,1,1,0,69
3,2,1,4,0,1,1,1,1,1,50
16,2,1,2,2,0,0,0,0,1,65
1,0,1,1,6,1,0,1,1,1,46
18,0,0,5,2,1,0,0,1,1,62
18,1,2,0,7,1,1,1,1,0,95
17,0,1,3,4,1,1,1,0,0,71
9,2,0,1,6,0,0,0,1,1,55
13,0,0,3,9,0,0,0,1,1,66
6,3,1,2,0,1,0,0,0,1,47
16,0,0,1,0,1,1,0,1,0,43
15,4,2,0,3,1,0,1,0,0,86
7,4,2,4,3,0,1,1,1,1,84
19,3,1,0,1,1,0,1,0,1,76
16,5,0,2,7,0,1,0,0,0,84
2,5,2,4,3,0,1,1,1,1,79
6,3,1,3,2,0,1,1,0,0,55
17,0,0,2,6,0,1,1,1,0,66
2,5,2,5,3,1,1,1,1,0,81
7,0,0,5,7,1,1,1,1,1,61
4,3,1,2,9,1,0,1,0,0,71
4,2,0,5,6,0,0,1,0,1,53
18,2,0,0,6,1,0,0,1,0,71
12,2,0,5,7,1,1,1,0,1,77
16,5,1,5,1,0,1,0,0,0,82
19,3,0,1,2,0,0,0,0,1,64
14,5,1,4,8,1,0,0,0,0,98
7,1,0,0,5,0,1,0,1,0,40
20,1,1,4,6,0,0,1,0,1,88
6,1,1,3,0,0,0,0,0,0,33
3,5,1,5,3,0,0,0,1,0,64
18,1,0,3,10,0,1,0,0,0,79
3,1,1,4,5,0,1,0,0,1,49
16,4,0,1,5,0,1,1,1,0,79
19,2,2,2,8,1,0,0,0,1,100
7,3,0,3,5,0,1,0,0,1,55
12,1,0,3,2,1,0,1,1,1,55
11,5,2,5,9,1,0,0,0,0,100
16,5,0,4,3,1,1,0,0,1,82
13,3,2,4,1,1,0,1,1,1,86
9,1,1,3,9,1,1,1,0,0,75
6,0,1,5,10,1,0,1,1,0,73
16,0,2,3,0,1,1,1,0,0,67
19,1,1,3,5,0,0,0,0,0,74
9,2,0,1,2,0,0,1,0,0,40
13,2,2,4,3,1,1,1,1,1,89
15,1,2,3,1,0,1,1,0,1,73
8,4,2,4,3,0,1,1,1,1,86
10,1,1,4,3,1,1,0,0,1,60
20,5,1,1,7,0,1,1,1,0,100
8,0,0,0,6,1,1,1,0,0,43
18,1,1,2,1,0,0,0,1,1,65
7,3,1,0,4,0,0,1,1,1,62
15,5,2,1,9,1,1,0,1,1,100
9,4,1,2,8,0,1,0,1,1,85
5,2,0,0,6,0,1,0,1,1,47
10,4,1,1,10,1,0,0,1,0,89
6,4,1,2,3,1,0,0,0,1,61
12,4,1,3,4,0,0,0,0,0,72
20,4,0,2,2,1,0,1,1,0,81
15,5,1,2,9,1,1,1,0,0,100
2,0,0,1,9,1,0,0,1,0,40
11,3,1,5,1,0,0,1,0,0,64
19,4,2,3,1,0,1,0,0,0,89
3,3,1,3,2,0,0,1,0,0,47
3,4,0,3,0,0,0,0,1,1,39
5,2,0,4,3,1,1,1,1,1,53
15,0,1,3,3,1,1,0,1,0,64
1,4,2,5,7,1,1,1,1,1,89
14,2,2,2,10,0,0,0,1,1,99
18,4,1,5,1,1,1,1,1,0,92
17,0,1,1,6,0,0,1,0,1,71
17,2,0,4,7,1,1,1,1,0,86
19,1,1,3,1,0,0,1,1,0,70
13,3,2,1,6,1,0,1,0,1,91
9,5,2,0,1,1,1,0,1,1,78
11,0,2,4,4,1,0,0,1,0,69
7,2,2,3,5,0,0,1,0,0,69
17,4,2,0,2,1,0,1,1,1,94
18,2,0,1,10,0,0,0,1,0,82
1,5,2,4,9,1,0,0,0,1,88
12,2,0,1,4,1,0,0,0,0,51
10,2,1,3,6,1,1,1,1,1,80
17,5,0,3,2,1,1,1,0,0,80
18,0,2,5,2,1,0,0,0,0,75
18,2,0,5,8,0,0,1,1,0,88
4,3,0,2,1,1,0,0,1,0,37
14,3,2,3,3,1,1,1,0,1,90
8,0,2,3,4,1,1,1,1,1,70
11,2,0,0,0,0,1,1,0,0,38
4,5,1,4,5,0,0,1,1,1,77
7,5,1,1,7,0,1,1,1,0,82
4,2,1,0,6,0,0,0,0,1,49
19,4,1,4,1,1,1,1,0,0,88
4,3,0,3,4,1,1,0,1,1,53
19,1,2,2,7,0,0,1,1,1,99
10,0,2,5,10,1,1,0,1,1,92
16,1,1,5,6,1,1,1,0,0,84
14,3,0,0,7,1,1,0,0,0,69
15,4,2,5,4,1,0,0,1,0,99
7,1,2,3,2,1,0,1,1,0,62
6,5,2,2,4,0,0,0,1,1,80
10,0,1,5,9,0,1,1,0,1,76
6,2,2,0,10,1,0,1,0,0,79
17,1,1,5,9,0,0,0,1,1,93
1,5,1,2,10,1,1,0,0,0,76
14,1,0,0,4,1,1,1,1,0,58
15,5,2,3,2,0,1,1,1,1,100
17,4,2,4,1,1,0,1,0,1,95
13,3,2,1,4,1,1,0,1,0,84
15,4,1,2,5,0,0,1,1,0,87
13,1,2,0,7,0,0,1,1,0,80
1,5,1,2,1,1,1,0,0,1,52
4,5,2,2,1,0,1,0,1,1,69
6,2,1,3,6,1,1,1,1,0,69
13,4,1,0,5,1,0,0,1,1,81
18,2,2,5,9,0,0,0,0,1,100
10,1,1,4,2,0,1,1,0,1,58
5,5,0,0,5,1,0,0,1,1,60
2,5,2,2,3,1,1,0,0,1,70
18,4,2,1,1,1,0,1,1,0,92
6,0,1,4,2,0,1,1,0,1,45
7,0,0,1,1,0,1,1,1,0,29
10,0,2,2,9,1,0,0,0,0,74
5,3,1,4,0,1,1,1,0,1,55
9,4,1,4,3,0,1,1,0,0,71
8,1,1,2,8,1,1,0,0,1,67
3,0,0,3,4,0,0,1,0,1,31
5,1,0,5,10,1,1,1,0,0,64
18,3,2,2,1,0,0,1,1,0,86
13,0,0,0,5,0,0,1,1,1,52
9,3,0,5,7,1,0,0,0,1,70
4,0,0,4,9,1,1,0,1,0,52
5,3,0,5,9,1,0,0,0,1,68
16,5,2,0,9,1,1,0,1,0,100
7,4,2,4,6,1,0,1,1,1,94
5,3,0,5,1,1,1,0,0,0,43
11,5,0,3,6,1,1,0,1,1,83
3,2,0,5,1,0,1,0,1,1,38
14,3,2,5,5,0,1,1,0,0,94
20,4,1,0,8,0,1,0,0,0,96
11,5,1,0,6,0,0,0,1,0,79
13,3,1,5,10,0,0,1,0,1,98
4,5,1,5,6,1,1,0,0,0,76
15,0,2,1,1,0,1,1,1,0,65
14,3,2,2,4,0,0,1,0,0,83
20,3,1,3,1,1,1,1,0,0,83
19,0,0,2,4,0,0,1,0,1,61
12,5,0,3,4,0,0,1,0,0,71
8,2,1,5,1,0,0,0,0,0,49
8,0,2,4,7,0,1,1,1,0,75
11,1,0,2,1,0,1,0,0,1,39
3,4,0,1,4,1,0,0,0,1,46
17,1,2,5,1,1,1,1,1,0,85
12,0,0,5,4,0,0,1,0,0,50
18,3,2,4,5,0,0,1,0,0,98
2,3,0,1,10,1,0,1,0,1,61
3,5,0,2,5,1,0,0,1,1,60
3,1,1,4,6,0,1,0,1,0,53
2,3,0,2,3,0,1,0,0,1,37
6,4,2,4,5,0,1,0,1,1,84
11,0,1,0,2,1,0,1,0,1,48
8,0,2,3,2,0,0,0,0,1,51
8,2,2,5,3,0,0,1,1,1,76
12,0,1,3,5,1,0,1,1,1,69
19,3,1,1,0,0,0,0,0,0,65
10,2,1,5,2,1,1,1,0,1,68
18,3,0,0,0,0,0,1,1,1,62
11,2,1,4,3,1,1,0,0,1,67
16,1,2,4,8,1,1,1,0,0,98
18,3,1,5,8,1,0,0,0,0,98
10,1,1,5,4,0,0,1,0,0,61
15,3,2,4,6,1,0,0,1,1,100
2,2,0,1,7,1,0,1,0,0,44
19,5,0,1,9,0,0,0,0,1,95
7,2,0,1,10,1,0,1,0,0,63
16,1,1,1,7,1,1,1,1,1,86
16,1,1,0,5,1,1,1,0,1,74
7,2,2,1,1,1,0,0,0,0,52
11,2,1,1,5,1,0,0,0,1,65
1,0,2,1,0,0,0,0,1,1,31
16,2,1,1,7,1,1,0,0,0,80
4,0,2,3,7,0,0,0,1,1,62
8,0,2,4,6,1,1,1,0,0,71
3,5,2,0,10,1,0,0,0,0,84
12,3,0,0,4,0,0,1,0,0,55
16,3,1,4,3,1,1,1,0,1,86
11,3,1,4,7,1,0,0,0,0,79
15,5,2,3,9,1,1,0,1,1,100
11,5,0,5,10,0,1,0,0,1,92
8,1,1,2,3,1,1,1,1,1,60
12,1,1,0,2,0,1,1,0,1,54
12,3,1,3,8,1,0,1,0,1,89
6,5,2,0,10,0,0,1,0,0,91
6,0,2,4,8,1,1,0,1,1,76
8,3,1,5,9,1,0,1,1,1,92
7,0,2,4,3,0,0,0,0,0,51
15,0,1,0,3,1,1,0,1,0,58
1,5,1,3,0,1,0,0,1,0,50
18,4,2,1,3,1,1,0,1,1,99
14,4,1,1,5,1,0,0,1,0,82
11,2,0,0,2,0,1,1,0,1,47
18,3,2,1,5,1,1,0,1,0,97
10,2,2,2,7,0,1,1,1,0,85
1,5,1,2,4,1,0,1,1,0,64
2,4,1,4,7,1,1,0,1,1,75
20,5,0,0,7,1,0,0,0,0,89
3,0,1,1,3,1,1,0,0,1,35
17,5,1,2,1,0,1,1,1,0,86
11,0,1,2,1,1,1,0,1,0,48
17,4,2,4,5,0,0,1,1,0,100
11,1,2,4,0,0,1,0,1,0,61
14,0,2,5,5,1,0,1,0,0,80
15,2,1,5,2,1,0,1,1,1,80
5,1,2,4,4,1,0,1,0,1,65
13,2,1,1,1,0,1,0,1,1,60
12,5,1,1,9,1,1,1,0,1,100
18,1,0,5,5,0,1,1,0,0,72
16,1,1,1,2,1,0,0,1,1,65
7,4,2,3,8,1,1,1,0,0,93
14,4,2,1,1,1,0,0,0,0,76
7,5,1,2,4,0,0,1,1,1,76
2,4,0,4,4,0,0,1,1,0,52
13,0,0,1,4,0,1,1,0,1,49
7,0,2,5,7,1,1,0,0,0,70
13,3,1,3,1,1,1,1,1,0,73
5,2,1,1,10,0,1,1,0,0,68
16,5,0,1,5,0,0,0,1,1,81
16,1,2,2,0,1,1,0,0,1,69
3,3,0,5,2,1,0,0,1,0,44
13,4,2,2,6,0,1,0,1,1,97
18,5,2,5,8,0,0,0,0,1,100
7,3,1,0,5,0,0,0,0,1,57
3,1,2,1,6,1,0,1,1,0,62
9,0,0,2,7,0,1,1,0,0,49
1,2,1,5,3,0,1,0,1,1,50
10,0,2,5,8,1,1,1,0,1,86
19,3,1,0,3,1,1,1,1,0,85
17,3,0,1,9,0,1,0,0,1,83
11,3,2,0,9,1,0,1,1,0,95
14,3,0,4,3,1,0,1,0,1,70
12,5,1,3,7,0,1,1,1,0,96
12,0,1,3,1,0,1,1,0,0,49
13,4,2,2,2,0,1,1,1,0,86
16,1,1,0,0,0,0,0,0,1,50
4,3,0,3,10,0,0,1,1,1,70
2,0,1,5,6,1,1,1,1,0,55
7,0,0,5,5,0,0,1,0,1,46
16,0,2,4,1,1,0,0,0,1,69
7,0,2,1,5,1,0,1,0,1,61
12,3,0,1,2,0,1,0,1,1,56
8,4,1,5,7,1,0,0,1,0,84
13,5,2,5,3,1,0,0,0,1,96
7,3,2,0,8,0,1,1,0,1,82
4,2,0,4,7,0,0,1,0,1,54
13,3,1,0,6,0,0,1,0,0,73
4,4,1,1,8,0,1,1,1,1,77
16,4,1,5,2,0,1,0,1,0,84
3,2,1,3,6,0,1,0,0,0,52
5,0,1,4,8,1,0,1,1,1,66
12,4,0,1,8,1,1,0,1,0,79
3,1,1,0,2,0,1,0,1,1,36
5,4,2,4,7,1,0,0,1,1,89
18,1,0,1,3,1,0,0,0,1,58
15,3,2,2,2,1,0,1,1,1,89
14,2,1,0,7,0,1,0,1,1,78
19,0,1,1,0,1,1,0,1,1,62
18,0,0,2,8,1,1,1,0,0,73
5,2,1,5,1,0,0,0,0,0,43
5,4,2,4,4,0,1,0,1,1,79
17,2,0,0,8,0,1,1,1,1,81
11,0,0,3,4,0,1,1,1,0,50
10,3,1,2,9,1,1,1,1,1,92
19,3,0,2,4,1,1,0,0,0,74
4,0,2,3,1,1,1,1,1,1,53
19,4,2,0,10,0,0,1,0,0,100
19,2,2,2,4,0,0,0,1,0,88
19,5,2,2,7,1,0,0,1,1,100
7,5,1,0,4,0,0,1,0,1,68
5,3,1,4,9,0,0,1,0,1,77
17,1,0,4,4,0,1,0,1,0,65
3,2,1,4,7,0,0,1,1,0,63
2,5,2,1,9,0,0,1,1,1,89
9,1,2,0,7,1,1,0,1,1,76
5,4,2,5,10,1,1,1,1,1,100
6,5,2,0,7,0,1,0,1,1,87
15,0,0,3,8,0,1,1,0,1,69
15,2,0,5,1,1,1,0,0,1,61
15,5,1,2,5,0,1,1,1,1,97
19,3,2,3,6,0,0,0,0,1,100
1,2,0,5,1,0,1,1,1,1,38
13,5,2,4,6,0,1,0,1,1,100
7,3,1,5,9,1,0,1,1,1,90
17,3,2,0,7,0,0,0,1,1,97
15,3,0,4,7,0,1,1,1,0,84
19,0,0,1,1,1,1,0,1,0,52
11,1,1,2,9,0,0,1,1,0,76
18,2,1,5,3,1,1,1,1,1,91
7,2,0,5,7,0,0,1,1,1,66
1,4,1,5,5,0,1,1,1,0,67
9,4,1,2,10,0,1,1,1,1,95
3,1,1,3,8,1,0,0,1,0,58
6,4,1,3,9,0,1,0,0,1,80
11,1,2,2,3,1,1,0,0,1,68
9,5,1,4,5,0,0,0,1,0,80
17,4,0,2,8,1,1,1,0,0,91
19,5,1,5,0,1,0,0,0,0,86
9,3,1,4,3,0,0,1,0,1,67
9,5,0,0,7,1,1,0,0,1,72
13,5,1,0,0,0,1,0,0,1,66
3,3,2,4,1,0,0,0,1,0,56
2,2,1,0,3,0,1,0,1,0,39
18,5,0,4,0,0,1,0,0,1,74
4,1,1,5,10,1,1,0,0,0,68
5,0,0,1,7,0,0,1,0,0,37
11,2,2,0,7,1,0,0,0,0,76
15,4,2,2,1,0,1,0,1,0,83
7,0,1,1,5,1,0,1,0,1,51
17,4,2,3,0,1,0,0,1,0,87
7,3,1,5,7,0,1,1,1,0,80
16,0,0,5,9,1,0,1,0,1,79
10,1,1,4,7,0,1,1,1,1,77
1,2,2,4,2,1,1,0,0,1,54
6,1,2,1,3,0,1,1,1,0,58
4,2,2,2,2,1,0,0,0,1,54
20,1,0,5,7,1,1,1,1,0,89
17,0,0,0,9,0,1,1,0,0,67
8,2,0,3,5,1,0,0,1,0,54
16,0,1,1,8,0,0,0,0,1,71
12,5,1,5,3,0,0,0,0,0,78
14,5,1,2,0,0,1,1,1,1,80
10,3,0,3,10,1,0,0,0,0,74
18,1,0,3,0,1,0,0,0,0,50
1,2,1,5,10,1,1,1,1,0,75
12,2,0,0,2,1,1,0,1,1,52
3,2,1,3,1,0,1,1,0,1,44
17,5,2,3,9,1,1,0,0,1,100
12,4,0,5,0,0,1,0,0,1,59
3,5,2,3,9,0,0,1,1,1,95
13,2,2,2,7,0,0,0,1,0,85
3,4,0,4,9,1,1,0,0,1,69
20,4,2,1,3,1,0,0,1,1,100
17,4,0,5,10,1,1,1,0,0,100
8,1,1,1,0,0,0,0,1,0,37
12,0,2,5,7,1,0,1,1,0,86
6,1,0,5,3,1,1,0,1,1,48
7,4,2,5,0,1,1,0,0,0,69
7,0,1,4,9,0,0,0,0,1,62
13,3,1,2,7,0,1,1,1,0,86
4,3,2,0,2,1,1,1,1,1,65
13,3,1,2,8,1,0,0,0,1,85
3,0,0,2,3,0,1,1,0,0,25
12,5,1,2,8,1,0,0,0,1,93
1,2,1,5,8,0,0,1,1,0,64
4,0,1,1,8,0,0,0,0,0,44
20,2,1,0,5,0,1,0,0,1,80
2,3,0,3,6,1,0,0,1,0,50
16,5,0,2,7,0,1,0,0,1,87
9,1,2,2,3,0,1,0,0,1,61
4,1,1,5,5,0,1,1,1,0,58
16,1,0,4,8,0,0,1,1,1,80
19,0,1,5,7,1,1,0,1,0,88
12,2,0,2,10,1,0,1,0,1,78
6,5,1,2,2,0,0,1,1,0,65
14,0,2,0,2,1,0,0,1,0,61
15,5,2,2,2,1,0,1,0,1,95
12,0,0,1,3,1,0,0,1,1,45
19,2,2,4,4,1,1,1,0,1,100
1,2,0,2,8,0,0,0,1,1,47
12,1,1,5,9,0,0,1,1,1,87
2,4,0,3,0,0,0,0,0,1,33
20,4,0,5,5,1,1,0,1,1,97
12,3,1,1,2,0,0,0,1,0,61
14,0,0,3,1,0,0,0,1,0,41
10,3,1,5,1,0,1,0,1,0,64
4,1,0,1,4,1,0,0,1,1,37
19,5,0,4,4,0,1,1,1,1,96
5,2,1,2,7,1,1,1,0,1,67
19,3,0,4,6,1,1,1,1,0,92
4,1,0,3,7,1,1,1,1,1,56
16,2,1,2,6,0,0,0,1,1,81
19,1,0,3,0,0,1,1,0,1,58
7,4,0,5,6,1,0,1,0,1,72
2,4,2,4,7,0,1,0,0,1,78
16,0,0,3,8,1,1,0,1,0,71
10,0,1,4,5,0,1,0,1,1,62
17,4,0,2,1,1,0,0,1,0,68
4,4,0,2,1,0,1,0,0,1,40
16,2,1,3,3,0,0,0,0,1,70
17,5,1,5,6,1,1,1,1,0,100
7,0,2,2,7,1,0,0,1,0,66
12,5,2,5,7,0,0,0,1,0,100
14,0,0,5,4,1,0,1,0,0,57
6,3,0,0,5,0,1,1,1,0,52
9,5,1,1,3,0,0,1,1,1,75
5,0,0,5,0,1,1,1,0,1,32
20,5,2,5,2,1,0,1,1,1,100
12,1,2,2,8,1,0,1,0,1,87
7,1,0,4,7,0,0,0,0,0,48
14,5,2,1,3,1,0,0,0,1,90
20,4,1,4,6,1,1,0,0,1,100
5,2,2,5,8,1,0,0,1,0,81
19,2,0,5,3,0,1,0,1,1,76
9,1,2,2,5,1,0,0,1,0,69
17,5,2,3,0,1,0,0,0,0,88
4,4,2,2,2,0,1,0,0,1,63
6,5,0,5,3,1,1,0,0,0,61
11,0,0,5,6,1,0,0,1,0,57
11,1,0,2,2,1,1,0,1,1,49
12,0,1,2,7,0,0,1,1,0,67
4,2,2,2,2,1,1,0,0,0,53
4,2,1,0,4,0,0,0,1,1,47
19,3,1,0,4,0,0,1,0,1,82
19,3,2,5,1,0,1,0,0,0,88
19,4,1,0,10,1,0,1,0,0,100
20,3,2,1,6,1,1,0,1,0,100
9,1,1,0,10,1,1,1,1,1,79
1,0,1,0,9,1,0,0,1,1,49
19,4,0,2,2,1,1,1,1,0,81
4,2,1,5,8,0,1,1,0,1,71
13,3,0,3,2,0,1,0,1,1,62
16,1,2,4,10,1,0,0,1,1,100
6,5,2,4,0,0,0,1,0,1,72
11,5,0,2,3,0,1,0,1,1,69
13,0,0,5,0,1,0,1,1,0,47
17,4,1,0,0,1,0,0,0,1,70
2,5,0,5,0,0,1,0,0,0,41
5,2,1,4,6,1,0,0,1,0,63
8,5,0,2,2,1,0,0,0,1,57
14,5,0,4,5,0,1,1,1,1,89
6,2,0,0,7,1,0,0,0,1,49
2,5,0,0,10,0,1,1,0,1,68
5,0,2,2,9,1,0,0,0,0,64
16,3,1,2,7,1,1,1,1,0,95
19,0,0,0,6,1,1,1,0,0,65
6,3,1,2,1,1,0,1,0,1,54
8,4,2,0,1,0,0,1,0,1,66
13,3,0,3,10,1,1,0,0,0,82
4,2,2,5,4,1,1,1,1,1,76
6,3,2,2,6,0,1,1,0,1,78
14,1,2,4,6,0,1,1,1,1,92
20,5,1,3,9,1,0,0,1,1,100
9,1,2,3,4,1,0,1,0,1,71
12,2,2,0,5,1,1,0,1,0,78
9,5,2,4,6,0,0,1,0,0,93
3,2,2,1,6,0,0,1,1,0,64
12,1,0,5,3,1,0,0,1,1,58
7,1,0,5,8,0,1,1,1,0,63
17,1,2,0,9,1,0,0,1,1,96
2,0,0,3,6,0,1,0,0,1,33
14,1,0,3,8,1,0,1,1,0,74
15,5,1,4,7,0,0,0,0,1,97
16,5,2,2,10,0,1,0,0,0,100
9,4,2,1,8,1,0,0,1,0,91
18,4,1,2,0,1,1,0,0,0,75
2,3,1,3,1,0,1,0,0,1,43
1,4,0,4,3,0,0,0,1,0,43
1,1,2,5,6,0,1,1,1,0,65
8,1,1,4,1,1,1,1,0,1,54
2,0,2,1,10,1,0,1,0,0,63
8,4,0,5,3,1,1,1,0,1,67
15,2,2,5,0,1,0,1,1,0,81
16,0,0,0,0,0,1,1,0,1,41
6,0,1,0,10,1,0,0,0,0,55
11,2,2,0,6,0,0,0,1,1,77
16,0,1,0,4,0,1,1,1,1,67
4,1,0,1,4,0,0,1,1,1,38
11,5,0,0,6,0,0,0,1,0,69
1,4,0,5,7,1,0,1,0,1,63
16,1,0,2,6,1,1,1,1,1,75
19,5,0,1,0,0,1,1,0,0,71
2,2,2,3,3,1,0,0,1,1,59
15,1,0,5,7,1,1,1,1,0,79
17,1,1,3,6,1,0,1,0,0,80
17,3,0,5,0,0,1,0,0,1,64
15,2,0,2,7,0,0,1,0,1,72
15,1,2,2,3,1,0,1,1,1,82
19,3,0,4,1,1,1,1,1,0,77
1,0,1,5,3,1,0,0,1,0,38
9,3,2,1,6,1,0,1,1,1,87
5,0,0,2,5,0,1,0,1,1,38
10,5,1,5,3,1,1,0,0,1,82
10,3,0,2,2,0,1,1,0,0,51
14,4,0,1,10,1,1,1,0,0,89
11,5,2,3,10,1,1,1,0,0,100
11,3,2,4,2,1,1,1,1,1,87
14,0,0,0,2,0,1,1,1,1,47
20,3,2,1,4,0,1,1,0,1,98
20,5,2,0,10,0,1,0,1,1,100
11,0,1,4,5,0,0,1,0,0,59
3,0,0,2,1,1,0,1,1,0,24
13,5,1,1,3,1,0,1,0,0,79
10,0,0,3,6,0,0,0,0,0,44
4,3,0,4,5,1,0,0,0,1,52
12,0,1,0,0,0,1,1,0,0,40
6,2,1,4,5,1,0,0,1,1,65
6,3,1,0,3,0,1,0,0,1,51
19,4,1,5,2,0,0,1,1,1,95
12,3,0,2,9,0,1,0,1,0,76
14,0,2,2,6,0,0,0,0,1,73
10,5,2,2,5,0,1,0,1,0,90
18,4,2,3,7,0,1,1,1,0,100
20,3,0,0,7,1,0,1,1,1,90
3,0,1,2,4,0,0,1,1,0,40
5,4,2,0,8,0,0,1,1,1,85
16,4,1,5,9,1,1,1,0,0,100
5,5,1,0,10,0,1,0,1,0,81
5,1,2,5,3,0,1,0,1,1,63
9,5,1,1,4,0,0,1,1,1,78
4,4,2,2,1,1,0,0,1,1,65
9,0,2,4,4,1,1,1,0,1,70
8,3,0,2,5,0,0,0,0,0,50
2,3,1,0,1,1,0,0,0,1,38
19,0,1,2,1,1,0,0,1,0,62
11,1,1,2,0,1,0,0,1,1,51
2,3,1,5,4,0,1,0,1,1,60
5,5,2,1,5,0,1,1,1,1,85
3,2,2,0,7,0,0,1,0,1,64
2,5,2,5,9,1,1,0,1,0,95
19,5,1,2,0,1,0,0,1,1,87
1,3,1,3,3,0,0,1,0,0,46
14,4,0,4,1,0,1,0,0,1,64
14,1,2,4,10,1,0,0,0,1,97
1,4,2,5,7,0,0,0,0,1,76
20,1,1,0,10,0,1,0,0,0,87
2,3,0,4,3,1,0,1,1,0,47
11,1,2,0,1,1,0,0,0,1,56
11,0,1,3,4,1,1,0,1,1,62
4,2,2,3,5,1,0,1,0,0,66
20,5,2,4,10,0,0,0,0,0,100
14,0,0,4,1,0,1,1,1,1,52
9,1,0,0,0,1,1,0,1,1,35
16,1,0,0,4,1,1,0,0,1,57
5,3,0,4,9,0,0,1,1,0,68
17,2,0,0,7,1,1,1,0,0,74
6,1,2,5,0,1,1,0,0,0,52
15,3,0,2,9,1,0,1,1,1,90
15,4,0,5,0,0,0,0,1,1,67
10,0,0,5,2,0,1,1,0,0,42
9,2,2,2,0,0,0,0,1,0,56
1,2,2,2,0,1,1,1,1,1,52
8,5,0,3,1,1,1,0,1,0,59
10,3,2,4,2,1,0,0,0,0,72
1,4,0,1,3,0,0,1,1,1,44
15,3,0,4,0,0,0,0,1,0,57
15,0,1,5,10,0,1,0,1,1,89
18,3,2,5,9,0,1,1,1,0,100
16,1,1,1,0,1,0,1,1,1,63
18,2,0,2,2,1,0,0,0,0,59
17,5,0,3,3,0,1,1,0,1,83
2,1,0,3,1,0,1,1,1,1,31
1,4,0,4,4,1,1,1,1,0,55
16,2,2,5,6,1,0,0,0,1,96
2,0,0,2,2,1,1,1,0,1,26
19,0,2,3,0,0,1,0,0,1,69
17,0,1,0,6,1,0,0,0,0,65
16,5,0,0,6,0,1,0,1,0,81
18,2,1,5,3,0,0,1,1,0,83
12,0,1,2,1,1,0,0,0,0,44
8,4,0,0,4,0,0,1,0,1,55
14,3,2,1,4,1,0,0,0,0,80
3,5,0,3,3,0,0,0,1,1,53
7,3,0,1,9,0,0,1,1,1,69
8,3,1,4,8,1,1,1,0,1,85
15,4,1,3,4,0,1,1,0,0,84
1,3,0,0,4,1,1,1,0,0,38
20,2,1,2,1,1,1,0,1,1,79
15,0,2,1,3,0,1,0,1,0,67
3,2,0,2,5,0,0,1,0,1,42
7,3,0,2,10,1,0,1,0,0,70
3,2,0,0,10,0,0,0,1,1,53
17,0,2,3,10,1,1,0,0,1,98
12,0,0,1,6,0,0,1,1,0,52
20,2,1,3,1,0,1,0,1,1,78
7,1,1,5,9,1,0,0,0,1,72
11,1,2,3,4,0,0,0,1,0,69
5,4,0,5,10,0,1,0,0,1,75
20,1,0,5,0,1,1,0,0,0,60
11,5,2,2,0,1,0,0,1,0,78
15,1,0,4,7,1,1,0,1,1,76
3,5,0,4,10,1,0,1,0,1,79
9,3,1,3,7,1,0,1,1,1,84
6,2,0,2,2,0,0,1,1,1,43
14,0,2,4,4,0,0,1,0,0,72
16,0,1,4,3,1,0,1,1,1,73
7,5,1,0,7,0,0,1,0,1,77
8,0,1,4,0,0,1,1,1,1,47
4,3,2,0,3,0,0,0,1,1,59
3,4,0,3,0,0,1,1,1,0,42
3,1,1,0,4,0,0,0,0,0,33
13,3,2,2,8,0,1,1,1,1,100
9,2,0,1,9,1,0,1,0,1,67
16,5,2,3,7,0,1,0,0,1,100
15,4,2,4,3,0,1,1,1,1,100
4,2,1,4,2,0,0,0,1,0,46
2,5,1,2,7,1,0,1,0,1,74
3,4,2,1,7,1,0,0,1,1,79
8,0,0,5,5,1,0,1,0,0,48
17,3,1,4,9,0,1,1,0,0,100
1,3,0,1,7,1,1,0,1,0,49
10,0,1,1,5,0,1,0,0,0,49
9,3,2,1,1,0,0,0,0,1,61
15,1,2,3,5,1,1,1,0,1,88
20,3,0,2,5,1,0,0,1,1,84
16,0,1,3,7,0,0,1,1,0,77
10,2,1,0,2,0,0,0,0,0,46
3,2,0,2,1,0,1,0,0,1,28
1,5,0,0,5,1,1,0,1,0,51
13,3,0,0,6,1,1,1,1,1,75
5,3,0,0,6,1,0,1,1,0,54
4,1,2,0,1,1,1,0,0,0,41
1,3,1,5,4,0,0,1,1,0,57
18,1,2,3,8,0,1,0,0,0,93
9,0,2,0,6,0,1,1,0,0,62
4,0,0,3,7,1,0,1,1,1,49
16,4,0,0,8,0,0,0,1,1,83
3,3,2,1,3,1,1,1,0,0,61
